

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Malawi",130,"Rural population with access to safe drinking-water (JMP)",4115,2015,89.1,"E","",""
"Malawi",130,"Urban population with access to safe drinking-water (JMP)",4116,2015,95.7,"E","",""
"Malaysia",131,"Total population with access to safe drinking-water (JMP)",4114,2015,98.2,"E","",""
"Malaysia",131,"Rural population with access to safe drinking-water (JMP)",4115,2015,93.0,"E","",""
"Malaysia",131,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Maldives",132,"Total population with access to safe drinking-water (JMP)",4114,2015,98.6,"E","",""
"Maldives",132,"Rural population with access to safe drinking-water (JMP)",4115,2015,97.9,"E","",""
"Maldives",132,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.5,"E","",""
"Mali",133,"Total population with access to safe drinking-water (JMP)",4114,2015,77.0,"E","",""
"Mali",133,"Rural population with access to safe drinking-water (JMP)",4115,2015,64.1,"E","",""
"Mali",133,"Urban population with access to safe drinking-water (JMP)",4116,2015,96.5,"E","",""
"Malta",134,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Malta",134,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"Malta",134,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Marshall Islands",127,"Total population with access to safe drinking-water (JMP)",4114,2015,94.6,"E","",""
"Marshall Islands",127,"Rural population with access to safe drinking-water (JMP)",4115,2015,97.6,"E","",""
"Marshall Islands",127,"Urban population with access to safe drinking-water (JMP)",4116,2015,93.5,"E","",""
"Mauritania",136,"Total population with access to safe drinking-water (JMP)",4114,2015,57.9,"E","",""
"Mauritania",136,"Rural population with access to safe drinking-water (JMP)",4115,2015,57.1,"E","",""
"Mauritania",136,"Urban population with access to safe drinking-water (JMP)",4116,2015,58.4,"E","",""
"Mauritius",137,"Total population with access to safe drinking-water (JMP)",4114,2015,99.9,"E","",""
"Mauritius",137,"Rural population with access to safe drinking-water (JMP)",4115,2015,99.8,"E","",""
"Mauritius",137,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.9,"E","",""
"Mexico",138,"Total population with access to safe drinking-water (JMP)",4114,2015,96.1,"E","",""
"Mexico",138,"Rural population with access to safe drinking-water (JMP)",4115,2015,92.1,"E","",""
"Mexico",138,"Urban population with access to safe drinking-water (JMP)",4116,2015,97.2,"E","",""
"Micronesia (Federated States of)",145,"Total population with access to safe drinking-water (JMP)",4114,2015,89.0,"E","",""
"Micronesia (Federated States of)",145,"Rural population with access to safe drinking-water (JMP)",4115,2015,87.4,"E","",""
"Micronesia (Federated States of)",145,"Urban population with access to safe drinking-water (JMP)",4116,2015,94.8,"E","",""
"Monaco",140,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Monaco",140,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Mongolia",141,"Total population with access to safe drinking-water (JMP)",4114,2015,64.4,"E","",""
"Mongolia",141,"Rural population with access to safe drinking-water (JMP)",4115,2015,59.2,"E","",""
"Mongolia",141,"Urban population with access to safe drinking-water (JMP)",4116,2015,66.4,"E","",""
"Montenegro",273,"Total population with access to safe drinking-water (JMP)",4114,2015,99.7,"E","",""
"Montenegro",273,"Rural population with access to safe drinking-water (JMP)",4115,2015,99.2,"E","",""
"Montenegro",273,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Morocco",143,"Total population with access to safe drinking-water (JMP)",4114,2015,85.4,"E","",""
"Morocco",143,"Rural population with access to safe drinking-water (JMP)",4115,2015,65.3,"E","",""
"Morocco",143,"Urban population with access to safe drinking-water (JMP)",4116,2015,98.7,"E","",""
"Mozambique",144,"Total population with access to safe drinking-water (JMP)",4114,2015,51.1,"E","",""
"Mozambique",144,"Rural population with access to safe drinking-water (JMP)",4115,2015,37.0,"E","",""
"Mozambique",144,"Urban population with access to safe drinking-water (JMP)",4116,2015,80.6,"E","",""
"Myanmar",28,"Total population with access to safe drinking-water (JMP)",4114,2015,80.6,"E","",""
"Myanmar",28,"Rural population with access to safe drinking-water (JMP)",4115,2015,74.4,"E","",""
"Myanmar",28,"Urban population with access to safe drinking-water (JMP)",4116,2015,92.7,"E","",""
"Namibia",147,"Total population with access to safe drinking-water (JMP)",4114,2015,91.0,"E","",""
"Namibia",147,"Rural population with access to safe drinking-water (JMP)",4115,2015,84.6,"E","",""
"Namibia",147,"Urban population with access to safe drinking-water (JMP)",4116,2015,98.2,"E","",""
"Nauru",148,"Total population with access to safe drinking-water (JMP)",4114,2015,96.5,"E","",""
"Nauru",148,"Urban population with access to safe drinking-water (JMP)",4116,2015,96.5,"E","",""
"Nepal",149,"Total population with access to safe drinking-water (JMP)",4114,2015,91.6,"E","",""
"Nepal",149,"Rural population with access to safe drinking-water (JMP)",4115,2015,91.8,"E","",""
"Nepal",149,"Urban population with access to safe drinking-water (JMP)",4116,2015,90.9,"E","",""
"Netherlands",150,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Netherlands",150,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"Netherlands",150,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"New Zealand",156,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"New Zealand",156,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"New Zealand",156,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Nicaragua",157,"Total population with access to safe drinking-water (JMP)",4114,2015,87.0,"E","",""
"Nicaragua",157,"Rural population with access to safe drinking-water (JMP)",4115,2015,69.4,"E","",""
"Nicaragua",157,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.3,"E","",""
"Niger",158,"Total population with access to safe drinking-water (JMP)",4114,2015,58.2,"E","",""
"Niger",158,"Rural population with access to safe drinking-water (JMP)",4115,2015,48.6,"E","",""
"Niger",158,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Nigeria",159,"Total population with access to safe drinking-water (JMP)",4114,2015,68.5,"E","",""
"Nigeria",159,"Rural population with access to safe drinking-water (JMP)",4115,2015,57.3,"E","",""
"Nigeria",159,"Urban population with access to safe drinking-water (JMP)",4116,2015,80.8,"E","",""
"Niue",160,"Total population with access to safe drinking-water (JMP)",4114,2015,98.5,"E","",""
"Niue",160,"Rural population with access to safe drinking-water (JMP)",4115,2015,98.6,"E","",""
"Niue",160,"Urban population with access to safe drinking-water (JMP)",4116,2015,98.4,"E","",""
"Norway",162,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Norway",162,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"Norway",162,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Occupied Palestinian Territory",299,"Total population with access to safe drinking-water (JMP)",4114,2015,58.4,"E","",""
"Occupied Palestinian Territory",299,"Rural population with access to safe drinking-water (JMP)",4115,2015,81.5,"E","",""
"Occupied Palestinian Territory",299,"Urban population with access to safe drinking-water (JMP)",4116,2015,50.7,"E","",""
"Oman",221,"Total population with access to safe drinking-water (JMP)",4114,2015,93.4,"E","",""
"Oman",221,"Rural population with access to safe drinking-water (JMP)",4115,2015,86.1,"E","",""
"Oman",221,"Urban population with access to safe drinking-water (JMP)",4116,2015,95.5,"E","",""
"Pakistan",165,"Total population with access to safe drinking-water (JMP)",4114,2015,91.4,"E","",""
"Pakistan",165,"Rural population with access to safe drinking-water (JMP)",4115,2015,89.9,"E","",""
"Pakistan",165,"Urban population with access to safe drinking-water (JMP)",4116,2015,93.9,"E","",""
"Palau",180,"Total population with access to safe drinking-water (JMP)",4114,2011,95.3,"E","",""
"Palau",180,"Rural population with access to safe drinking-water (JMP)",4115,2011,86.0,"E","",""
"Palau",180,"Urban population with access to safe drinking-water (JMP)",4116,2015,97.0,"E","",""
"Panama",166,"Total population with access to safe drinking-water (JMP)",4114,2015,94.7,"E","",""
"Panama",166,"Rural population with access to safe drinking-water (JMP)",4115,2015,88.6,"E","",""
"Panama",166,"Urban population with access to safe drinking-water (JMP)",4116,2015,97.7,"E","",""
"Papua New Guinea",168,"Total population with access to safe drinking-water (JMP)",4114,2015,40.0,"E","",""
"Papua New Guinea",168,"Rural population with access to safe drinking-water (JMP)",4115,2015,32.8,"E","",""
"Papua New Guinea",168,"Urban population with access to safe drinking-water (JMP)",4116,2015,88.0,"E","",""
"Paraguay",169,"Total population with access to safe drinking-water (JMP)",4114,2015,98.0,"E","",""
"Paraguay",169,"Rural population with access to safe drinking-water (JMP)",4115,2015,94.9,"E","",""
"Paraguay",169,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Peru",170,"Total population with access to safe drinking-water (JMP)",4114,2015,86.7,"E","",""
"Peru",170,"Rural population with access to safe drinking-water (JMP)",4115,2015,69.2,"E","",""
"Peru",170,"Urban population with access to safe drinking-water (JMP)",4116,2015,91.4,"E","",""
"Philippines",171,"Total population with access to safe drinking-water (JMP)",4114,2015,91.8,"E","",""
"Philippines",171,"Rural population with access to safe drinking-water (JMP)",4115,2015,90.3,"E","",""
"Philippines",171,"Urban population with access to safe drinking-water (JMP)",4116,2015,93.7,"E","",""
"Poland",173,"Total population with access to safe drinking-water (JMP)",4114,2015,98.3,"E","",""
"Poland",173,"Rural population with access to safe drinking-water (JMP)",4115,2015,96.9,"E","",""
"Poland",173,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.3,"E","",""
"Portugal",174,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Portugal",174,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"Portugal",174,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Puerto Rico",177,"Total population with access to safe drinking-water (JMP)",4114,2001,93.6,"E","",""
"Puerto Rico",177,"Rural population with access to safe drinking-water (JMP)",4115,2001,93.6,"E","",""
"Puerto Rico",177,"Urban population with access to safe drinking-water (JMP)",4116,2001,93.6,"E","",""
"Qatar",179,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Qatar",179,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"Qatar",179,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Republic of Korea",117,"Total population with access to safe drinking-water (JMP)",4114,2012,97.6,"E","",""
"Republic of Korea",117,"Rural population with access to safe drinking-water (JMP)",4115,2012,87.9,"E","",""
"Republic of Korea",117,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.7,"E","",""
"Republic of Moldova",146,"Total population with access to safe drinking-water (JMP)",4114,2015,88.4,"E","",""
"Republic of Moldova",146,"Rural population with access to safe drinking-water (JMP)",4115,2015,81.4,"E","",""
"Republic of Moldova",146,"Urban population with access to safe drinking-water (JMP)",4116,2015,96.9,"E","",""
"Romania",183,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Romania",183,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"Romania",183,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Russian Federation",185,"Total population with access to safe drinking-water (JMP)",4114,2015,96.9,"E","",""
"Russian Federation",185,"Rural population with access to safe drinking-water (JMP)",4115,2015,91.2,"E","",""
"Russian Federation",185,"Urban population with access to safe drinking-water (JMP)",4116,2015,98.9,"E","",""
"Rwanda",184,"Total population with access to safe drinking-water (JMP)",4114,2015,76.1,"E","",""
"Rwanda",184,"Rural population with access to safe drinking-water (JMP)",4115,2015,71.9,"E","",""
"Rwanda",184,"Urban population with access to safe drinking-water (JMP)",4116,2015,86.6,"E","",""
"Saint Kitts and Nevis",188,"Total population with access to safe drinking-water (JMP)",4114,2015,98.3,"E","",""
"Saint Kitts and Nevis",188,"Rural population with access to safe drinking-water (JMP)",4115,2015,98.3,"E","",""
"Saint Kitts and Nevis",188,"Urban population with access to safe drinking-water (JMP)",4116,2015,98.3,"E","",""
"Saint Lucia",189,"Total population with access to safe drinking-water (JMP)",4114,2015,96.3,"E","",""
"Saint Lucia",189,"Rural population with access to safe drinking-water (JMP)",4115,2015,95.6,"E","",""
"Saint Lucia",189,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.5,"E","",""
"Saint Vincent and the Grenadines",191,"Total population with access to safe drinking-water (JMP)",4114,2015,95.1,"E","",""
"Saint Vincent and the Grenadines",191,"Rural population with access to safe drinking-water (JMP)",4115,2015,95.1,"E","",""
"Saint Vincent and the Grenadines",191,"Urban population with access to safe drinking-water (JMP)",4116,2015,95.1,"E","",""
"Samoa",244,"Total population with access to safe drinking-water (JMP)",4114,2015,99.0,"E","",""
"Samoa",244,"Rural population with access to safe drinking-water (JMP)",4115,2015,99.3,"E","",""
"Samoa",244,"Urban population with access to safe drinking-water (JMP)",4116,2015,97.5,"E","",""
"Sao Tome and Principe",193,"Total population with access to safe drinking-water (JMP)",4114,2015,97.1,"E","",""
"Sao Tome and Principe",193,"Rural population with access to safe drinking-water (JMP)",4115,2015,93.6,"E","",""
"Sao Tome and Principe",193,"Urban population with access to safe drinking-water (JMP)",4116,2015,98.9,"E","",""
"Saudi Arabia",194,"Total population with access to safe drinking-water (JMP)",4114,2015,97.0,"E","",""
"Saudi Arabia",194,"Rural population with access to safe drinking-water (JMP)",4115,2015,97.0,"E","",""
"Saudi Arabia",194,"Urban population with access to safe drinking-water (JMP)",4116,2015,97.0,"E","",""
"Senegal",195,"Total population with access to safe drinking-water (JMP)",4114,2015,78.5,"E","",""
"Senegal",195,"Rural population with access to safe drinking-water (JMP)",4115,2015,67.3,"E","",""
"Senegal",195,"Urban population with access to safe drinking-water (JMP)",4116,2015,92.9,"E","",""
"Serbia",272,"Total population with access to safe drinking-water (JMP)",4114,2015,99.2,"E","",""
"Serbia",272,"Rural population with access to safe drinking-water (JMP)",4115,2015,98.9,"E","",""
"Serbia",272,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.4,"E","",""
"Seychelles",196,"Total population with access to safe drinking-water (JMP)",4114,2015,95.7,"E","",""
"Seychelles",196,"Rural population with access to safe drinking-water (JMP)",4115,2015,95.7,"E","",""
"Seychelles",196,"Urban population with access to safe drinking-water (JMP)",4116,2015,95.7,"E","",""
"Sierra Leone",197,"Total population with access to safe drinking-water (JMP)",4114,2015,62.6,"E","",""
"Sierra Leone",197,"Rural population with access to safe drinking-water (JMP)",4115,2015,47.8,"E","",""
"Sierra Leone",197,"Urban population with access to safe drinking-water (JMP)",4116,2015,84.9,"E","",""
"Singapore",200,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Singapore",200,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Slovakia",199,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Slovakia",199,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"Slovakia",199,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Slovenia",198,"Total population with access to safe drinking-water (JMP)",4114,2015,99.5,"E","",""
"Slovenia",198,"Rural population with access to safe drinking-water (JMP)",4115,2015,99.4,"E","",""
"Slovenia",198,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.7,"E","",""
"Solomon Islands",25,"Total population with access to safe drinking-water (JMP)",4114,2015,80.8,"E","",""
"Solomon Islands",25,"Rural population with access to safe drinking-water (JMP)",4115,2015,77.2,"E","",""
"Solomon Islands",25,"Urban population with access to safe drinking-water (JMP)",4116,2015,93.2,"E","",""
"Somalia",201,"Total population with access to safe drinking-water (JMP)",4114,2011,31.7,"E","",""
"Somalia",201,"Rural population with access to safe drinking-water (JMP)",4115,2011,8.8,"E","",""
"Somalia",201,"Urban population with access to safe drinking-water (JMP)",4116,2011,69.6,"E","",""
"South Africa",202,"Total population with access to safe drinking-water (JMP)",4114,2015,93.2,"E","",""
"South Africa",202,"Rural population with access to safe drinking-water (JMP)",4115,2015,81.4,"E","",""
"South Africa",202,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.6,"E","",""
"South Sudan",277,"Total population with access to safe drinking-water (JMP)",4114,2015,58.7,"E","",""
"South Sudan",277,"Rural population with access to safe drinking-water (JMP)",4115,2015,56.9,"E","",""
"South Sudan",277,"Urban population with access to safe drinking-water (JMP)",4116,2015,66.7,"E","",""
"Spain",203,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Spain",203,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"Spain",203,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Sri Lanka",38,"Total population with access to safe drinking-water (JMP)",4114,2015,95.6,"E","",""
"Sri Lanka",38,"Rural population with access to safe drinking-water (JMP)",4115,2015,95.0,"E","",""
"Sri Lanka",38,"Urban population with access to safe drinking-water (JMP)",4116,2015,98.5,"E","",""
"Sudan",276,"Total population with access to safe drinking-water (JMP)",4114,2014,55.5,"E","",""
"Sudan",276,"Rural population with access to safe drinking-water (JMP)",4115,2014,50.2,"E","",""
"Sudan",276,"Urban population with access to safe drinking-water (JMP)",4116,2014,66.0,"E","",""
"Suriname",207,"Total population with access to safe drinking-water (JMP)",4114,2015,94.8,"E","",""
"Suriname",207,"Rural population with access to safe drinking-water (JMP)",4115,2015,88.4,"E","",""
"Suriname",207,"Urban population with access to safe drinking-water (JMP)",4116,2015,98.1,"E","",""
"Sweden",210,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Sweden",210,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"Sweden",210,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Switzerland",211,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Switzerland",211,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"Switzerland",211,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Syrian Arab Republic",212,"Total population with access to safe drinking-water (JMP)",4114,2015,90.1,"E","",""
"Syrian Arab Republic",212,"Rural population with access to safe drinking-water (JMP)",4115,2015,87.2,"E","",""
"Syrian Arab Republic",212,"Urban population with access to safe drinking-water (JMP)",4116,2015,92.3,"E","",""
"Tajikistan",208,"Total population with access to safe drinking-water (JMP)",4114,2015,73.8,"E","",""
"Tajikistan",208,"Rural population with access to safe drinking-water (JMP)",4115,2015,66.7,"E","",""
"Tajikistan",208,"Urban population with access to safe drinking-water (JMP)",4116,2015,93.1,"E","",""
"Thailand",216,"Total population with access to safe drinking-water (JMP)",4114,2015,97.8,"E","",""
"Thailand",216,"Rural population with access to safe drinking-water (JMP)",4115,2015,98.0,"E","",""
"Thailand",216,"Urban population with access to safe drinking-water (JMP)",4116,2015,97.6,"E","",""
"The former Yugoslav Republic of Macedonia",154,"Total population with access to safe drinking-water (JMP)",4114,2015,99.4,"E","",""
"The former Yugoslav Republic of Macedonia",154,"Rural population with access to safe drinking-water (JMP)",4115,2015,98.9,"E","",""
"The former Yugoslav Republic of Macedonia",154,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.8,"E","",""
"Timor-Leste",176,"Total population with access to safe drinking-water (JMP)",4114,2015,71.9,"E","",""
"Timor-Leste",176,"Rural population with access to safe drinking-water (JMP)",4115,2015,60.5,"E","",""
"Timor-Leste",176,"Urban population with access to safe drinking-water (JMP)",4116,2015,95.2,"E","",""
"Togo",217,"Total population with access to safe drinking-water (JMP)",4114,2015,63.1,"E","",""
"Togo",217,"Rural population with access to safe drinking-water (JMP)",4115,2015,44.2,"E","",""
"Togo",217,"Urban population with access to safe drinking-water (JMP)",4116,2015,91.4,"E","",""
"Tokelau",218,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Tokelau",218,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"Tonga",219,"Total population with access to safe drinking-water (JMP)",4114,2015,99.6,"E","",""
"Tonga",219,"Rural population with access to safe drinking-water (JMP)",4115,2015,99.6,"E","",""
"Tonga",219,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.7,"E","",""
"Trinidad and Tobago",220,"Total population with access to safe drinking-water (JMP)",4114,2015,95.1,"E","",""
"Trinidad and Tobago",220,"Rural population with access to safe drinking-water (JMP)",4115,2015,95.1,"E","",""
"Trinidad and Tobago",220,"Urban population with access to safe drinking-water (JMP)",4116,2015,95.1,"E","",""
"Tunisia",222,"Total population with access to safe drinking-water (JMP)",4114,2015,97.7,"E","",""
"Tunisia",222,"Rural population with access to safe drinking-water (JMP)",4115,2015,93.2,"E","",""
"Tunisia",222,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Turkey",223,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"Turkey",223,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"Turkey",223,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Turkmenistan",213,"Total population with access to safe drinking-water (JMP)",4114,2006,60.4,"E","",""
"Turkmenistan",213,"Rural population with access to safe drinking-water (JMP)",4115,2006,34.6,"E","",""
"Turkmenistan",213,"Urban population with access to safe drinking-water (JMP)",4116,2006,89.1,"E","",""
"Tuvalu",227,"Total population with access to safe drinking-water (JMP)",4114,2015,97.7,"E","",""
"Tuvalu",227,"Rural population with access to safe drinking-water (JMP)",4115,2015,97.0,"E","",""
"Tuvalu",227,"Urban population with access to safe drinking-water (JMP)",4116,2015,98.3,"E","",""
"Uganda",226,"Total population with access to safe drinking-water (JMP)",4114,2015,79.0,"E","",""
"Uganda",226,"Rural population with access to safe drinking-water (JMP)",4115,2015,75.8,"E","",""
"Uganda",226,"Urban population with access to safe drinking-water (JMP)",4116,2015,95.5,"E","",""
"Ukraine",230,"Total population with access to safe drinking-water (JMP)",4114,2015,96.2,"E","",""
"Ukraine",230,"Rural population with access to safe drinking-water (JMP)",4115,2015,97.8,"E","",""
"Ukraine",230,"Urban population with access to safe drinking-water (JMP)",4116,2015,95.5,"E","",""
"United Arab Emirates",225,"Total population with access to safe drinking-water (JMP)",4114,2015,99.6,"E","",""
"United Arab Emirates",225,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"United Arab Emirates",225,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.6,"E","",""
"United Kingdom",229,"Total population with access to safe drinking-water (JMP)",4114,2015,100.0,"E","",""
"United Kingdom",229,"Rural population with access to safe drinking-water (JMP)",4115,2015,100.0,"E","",""
"United Kingdom",229,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"United Republic of Tanzania",215,"Total population with access to safe drinking-water (JMP)",4114,2015,55.6,"E","",""
"United Republic of Tanzania",215,"Rural population with access to safe drinking-water (JMP)",4115,2015,45.5,"E","",""
"United Republic of Tanzania",215,"Urban population with access to safe drinking-water (JMP)",4116,2015,77.2,"E","",""
"United States of America",231,"Total population with access to safe drinking-water (JMP)",4114,2015,99.2,"E","",""
"United States of America",231,"Rural population with access to safe drinking-water (JMP)",4115,2015,98.2,"E","",""
"United States of America",231,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.4,"E","",""
"Uruguay",234,"Total population with access to safe drinking-water (JMP)",4114,2015,99.7,"E","",""
"Uruguay",234,"Rural population with access to safe drinking-water (JMP)",4115,2015,93.9,"E","",""
"Uruguay",234,"Urban population with access to safe drinking-water (JMP)",4116,2015,100.0,"E","",""
"Uzbekistan",235,"Total population with access to safe drinking-water (JMP)",4114,2012,87.3,"E","",""
"Uzbekistan",235,"Rural population with access to safe drinking-water (JMP)",4115,2012,80.9,"E","",""
"Uzbekistan",235,"Urban population with access to safe drinking-water (JMP)",4116,2015,98.5,"E","",""
"Vanuatu",155,"Total population with access to safe drinking-water (JMP)",4114,2015,94.5,"E","",""
"Vanuatu",155,"Rural population with access to safe drinking-water (JMP)",4115,2015,92.9,"E","",""
"Vanuatu",155,"Urban population with access to safe drinking-water (JMP)",4116,2015,98.9,"E","",""
"Venezuela (Bolivarian Republic of)",236,"Total population with access to safe drinking-water (JMP)",4114,2015,93.1,"E","",""
"Venezuela (Bolivarian Republic of)",236,"Rural population with access to safe drinking-water (JMP)",4115,2015,77.9,"E","",""
"Venezuela (Bolivarian Republic of)",236,"Urban population with access to safe drinking-water (JMP)",4116,2015,95.0,"E","",""
"Viet Nam",237,"Total population with access to safe drinking-water (JMP)",4114,2015,97.6,"E","",""
"Viet Nam",237,"Rural population with access to safe drinking-water (JMP)",4115,2015,96.9,"E","",""
"Viet Nam",237,"Urban population with access to safe drinking-water (JMP)",4116,2015,99.1,"E","",""
"Yemen",249,"Total population with access to safe drinking-water (JMP)",4114,2012,54.9,"E","",""
"Yemen",249,"Rural population with access to safe drinking-water (JMP)",4115,2012,46.5,"E","",""
"Yemen",249,"Urban population with access to safe drinking-water (JMP)",4116,2012,72.0,"E","",""
"Zambia",251,"Total population with access to safe drinking-water (JMP)",4114,2015,65.4,"E","",""
"Zambia",251,"Rural population with access to safe drinking-water (JMP)",4115,2015,51.3,"E","",""
"Zambia",251,"Urban population with access to safe drinking-water (JMP)",4116,2015,85.6,"E","",""
"Zimbabwe",181,"Total population with access to safe drinking-water (JMP)",4114,2015,76.9,"E","",""
"Zimbabwe",181,"Rural population with access to safe drinking-water (JMP)",4115,2015,67.3,"E","",""
"Zimbabwe",181,"Urban population with access to safe drinking-water (JMP)",4116,2015,97.0,"E","",""
""

E - External data
I - AQUASTAT estimate
K - Aggregate data
L - Modelled data
(c)  FAO of the UN
The information contained in AQUASTAT is provided free of charge to all users. Please quote as follows:
FAO. 2016. AQUASTAT Main Database - Food and Agriculture Organization of the United Nations (FAO). Website accessed on[17/12/2018 21:45]
 
